id_transaccion;monto;divisa;fecha;tipo
C1170788511;13449.95;USD;2026-02-22;PAYMENT
C347091104;4749.6;USD;2026-09-02;PAYMENT
C1110195322;6460.86;USD;2026-07-11;PAYMENT
C226690498;3605.26;USD;2026-09-21;PAYMENT
C1976602906;624.61;USD;2026-03-26;PAYMENT
C1624351535;3854.92;USD;2026-09-28;PAYMENT
C582300198;420532.33;USD;2026-03-01;TRANSFER
C533415944;4402.86;USD;2026-02-07;PAYMENT
C1086849943;147804.02;USD;2026-06-28;CASH_OUT
C1265053098;151.2;USD;2026-02-17;PAYMENT
C235370598;58.21;USD;2026-01-19;PAYMENT
C2083217543;5936.82;USD;2026-04-18;PAYMENT
C177104018;145944.67;USD;2026-04-22;CASH_OUT
C478139423;7206.33;USD;2026-05-04;TRANSFER
C997695567;5581.55;USD;2026-01-25;DEBIT
C2066892165;5853.21;USD;2026-04-09;DEBIT
C48305285;2528.1;USD;2026-11-19;PAYMENT
C1714378342;5655.17;USD;2026-10-05;PAYMENT
C93798665;1456.09;USD;2026-07-16;PAYMENT
C519303080;4252.82;USD;2026-06-09;PAYMENT
C1871680329;276460.62;USD;2026-11-08;TRANSFER
C1976166251;8811.67;USD;2026-09-26;PAYMENT
C1547398254;12666.68;USD;2026-10-21;PAYMENT
C1979055448;95636.49;USD;2026-12-01;CASH_OUT
C934740803;195314.34;USD;2026-08-16;CASH_OUT
C812143047;6049.09;USD;2026-04-15;PAYMENT
C1215951090;14306.8;USD;2026-04-25;PAYMENT
C894421232;1117.34;USD;2026-07-31;PAYMENT
C1182311147;3179.7;USD;2026-03-20;DEBIT
C1531182070;2880.68;USD;2026-01-17;PAYMENT
C1491860739;3060.54;USD;2026-05-29;PAYMENT
C534753234;879.42;USD;2026-10-26;PAYMENT
C231725600;3486.78;USD;2026-05-29;PAYMENT
C259251414;21530.96;USD;2026-12-21;PAYMENT
C803893384;2426.31;USD;2026-04-12;PAYMENT
C1372422140;5110.1;USD;2026-03-22;PAYMENT
C1288108586;207.75;USD;2026-11-23;PAYMENT
C2054757222;18437.04;USD;2026-06-08;PAYMENT
C348132918;8690.69;USD;2026-09-27;PAYMENT
C1805443519;4946.03;USD;2026-01-14;PAYMENT
C1978504976;5432.09;USD;2026-09-24;PAYMENT
C1129869771;7649.41;USD;2026-02-26;PAYMENT
C2044337856;3943.17;USD;2026-06-06;PAYMENT
C422409467;3101.33;USD;2026-11-29;PAYMENT
C1659515968;51719.13;USD;2026-07-20;TRANSFER
C664091267;13465.91;USD;2026-07-21;PAYMENT
C1724814719;19561.05;USD;2026-04-18;PAYMENT
C1543146693;9762.28;USD;2026-07-22;PAYMENT
C1956415355;9778.81;USD;2026-07-02;PAYMENT
C24039137;562903.81;USD;2026-07-08;CASH_OUT
C992086987;5055.94;USD;2026-10-31;PAYMENT
C1244867001;2858.89;USD;2026-07-19;PAYMENT
C369805307;8531.42;USD;2026-04-08;PAYMENT
C1100109058;84.22;USD;2026-07-29;PAYMENT
C1394010463;227478.01;USD;2026-04-27;CASH_OUT
C1057307776;5033.02;USD;2026-06-19;PAYMENT
C1636588948;100588.8;USD;2026-10-28;TRANSFER
C95685867;9374.72;USD;2026-02-06;PAYMENT
C494953170;598.24;USD;2026-02-15;PAYMENT
C999647352;4531.55;USD;2026-05-22;PAYMENT
C677120200;2998.2;USD;2026-01-13;PAYMENT
C957923719;9269.99;USD;2026-07-23;PAYMENT
C1692073709;1209.64;USD;2026-07-24;PAYMENT
C1197498159;1298.7;USD;2026-03-22;PAYMENT
C500230084;7797.0;USD;2026-06-17;PAYMENT
C1028145537;5831.03;USD;2026-12-28;PAYMENT
C2078641942;7067.9;USD;2026-05-24;PAYMENT
C1527882132;14895.51;USD;2026-12-31;PAYMENT
C1626852381;3316.21;USD;2026-09-24;PAYMENT
C1193398802;22276.0;USD;2026-03-14;PAYMENT
C1171255580;16505.51;USD;2026-05-05;PAYMENT
C1275009283;636.95;USD;2026-10-17;PAYMENT
C1478995734;2056.59;USD;2026-05-29;PAYMENT
C1456061400;704.74;USD;2026-08-30;PAYMENT
C104261836;3222.32;USD;2026-09-18;PAYMENT
C351656492;11889.61;USD;2026-03-07;PAYMENT
C597364637;9491.89;USD;2026-05-04;PAYMENT
C1527086220;6131.21;USD;2026-08-08;PAYMENT
C1697281847;11938.61;USD;2026-02-18;PAYMENT
C737104370;4233.45;USD;2026-01-30;PAYMENT
C821405322;32643.79;USD;2026-05-20;PAYMENT
C1328323494;622.15;USD;2026-09-05;PAYMENT
C1408533352;4573.12;USD;2026-08-09;PAYMENT
C252615006;6057.8;USD;2026-10-20;PAYMENT
C1943750504;5770.32;USD;2026-11-24;PAYMENT
C176955204;9152.97;USD;2026-11-20;PAYMENT
C1011044643;12154.7;USD;2026-10-01;DEBIT
C1358857082;8378.01;USD;2026-06-07;PAYMENT
C2056234595;9616.45;USD;2026-02-07;PAYMENT
C2023917549;2231.28;USD;2026-06-04;PAYMENT
C1398260359;4932.54;USD;2026-06-13;PAYMENT
C2052223881;65413.89;USD;2026-03-31;CASH_IN
C1213871206;98560.08;USD;2026-07-31;CASH_IN
C628392976;15054.61;USD;2026-12-31;CASH_IN
C725832346;161632.16;USD;2026-06-21;CASH_IN
C1113895488;47529.19;USD;2026-05-11;CASH_IN
C1527007086;9577.45;USD;2026-05-29;CASH_IN
C1523649562;414238.59;USD;2026-06-16;CASH_IN
C1807176280;89327.65;USD;2026-03-12;CASH_IN
C203819996;194900.16;USD;2026-04-12;CASH_IN
C1977618945;24470.43;USD;2026-04-16;CASH_IN
C662925691;217668.38;USD;2026-07-12;CASH_IN
C1995952705;9067.51;USD;2026-11-20;CASH_IN
C1244880808;336827.91;USD;2026-04-29;CASH_IN
C1060519157;45317.95;USD;2026-03-01;CASH_IN
C58890945;230021.01;USD;2026-07-10;CASH_IN
C1269773610;154578.28;USD;2026-05-29;CASH_IN
C464649704;314134.01;USD;2026-04-19;CASH_IN
C367967231;206405.92;USD;2026-08-19;CASH_IN
C36531985;158995.29;USD;2026-10-21;CASH_IN
C815336475;188238.54;USD;2026-06-03;CASH_IN
C609483101;21255.8;USD;2026-05-22;CASH_IN
C1149407083;205955.77;USD;2026-04-24;CASH_IN
C767436045;178370.36;USD;2026-01-11;CASH_IN
C1430199669;42547.96;USD;2026-03-15;CASH_IN
C1847431070;15152.15;USD;2026-06-11;CASH_IN
C1043639521;39249.67;USD;2026-07-21;CASH_IN
C1660837991;101669.17;USD;2026-02-19;CASH_IN
C1325866488;81694.11;USD;2026-09-29;CASH_IN
C1306794745;10266.7;USD;2026-02-24;CASH_IN
C1454171136;35502.25;USD;2026-11-24;CASH_IN
C1195396074;183250.0;USD;2026-05-06;CASH_IN
C811562535;219220.21;USD;2026-02-03;CASH_IN
C1560379655;254895.5;USD;2026-06-20;CASH_IN
C1824322115;143148.97;USD;2026-08-26;CASH_IN
C702999333;132457.52;USD;2026-08-20;CASH_IN
C1648582256;148834.28;USD;2026-09-06;CASH_IN
C865858182;106727.81;USD;2026-09-18;CASH_IN
C951988316;223123.71;USD;2026-07-24;CASH_IN
C647973805;194311.34;USD;2026-07-24;CASH_IN
C1591161296;338964.91;USD;2026-03-30;CASH_IN
C842331982;247575.4;USD;2026-01-04;CASH_IN
C2076249476;29467.02;USD;2026-05-20;CASH_IN
C660595570;90340.16;USD;2026-05-01;CASH_IN
C1088491512;198847.32;USD;2026-03-03;CASH_IN
C1434066477;155075.41;USD;2026-04-23;CASH_IN
C648315947;76932.89;USD;2026-12-23;CASH_IN
C2117642238;92971.79;USD;2026-02-18;CASH_IN
C913242382;7322.98;USD;2026-11-26;CASH_IN
C870322840;222126.95;USD;2026-02-09;CASH_IN
C837246227;62983.91;USD;2026-12-24;CASH_IN
C173738886;1271.77;USD;2026-07-30;CASH_IN
C1262237002;246816.65;USD;2026-06-09;CASH_IN
C2029754983;21898.97;USD;2026-03-10;CASH_IN
C1946111918;30811.56;USD;2026-05-25;CASH_IN
C564817260;100275.09;USD;2026-10-28;CASH_IN
C194415222;46630.53;USD;2026-06-12;CASH_IN
C798622145;158775.58;USD;2026-01-23;CASH_IN
C638695843;90556.08;USD;2026-09-23;CASH_IN
C1411543296;173948.89;USD;2026-10-25;CASH_IN
C1800967368;66216.71;USD;2026-11-22;CASH_IN
C338887787;216133.99;USD;2026-07-10;CASH_IN
C1061448687;371883.82;USD;2026-03-19;CASH_IN
C2015999862;770537.37;USD;2026-02-04;CASH_IN
C1467515503;71275.47;USD;2026-08-07;CASH_IN
C1533330615;336298.77;USD;2026-03-16;CASH_IN
C1197721383;317393.38;USD;2026-11-21;CASH_IN
C1917082298;181002.01;USD;2026-08-04;CASH_IN
C1639765351;311449.38;USD;2026-06-11;CASH_IN
C478209179;270824.42;USD;2026-09-14;CASH_IN
C1166230227;1449.03;USD;2026-03-03;PAYMENT
C307411297;3551.48;USD;2026-07-30;PAYMENT
C1445424568;227768.63;USD;2026-08-11;CASH_OUT
C1374217958;172986.7;USD;2026-05-17;CASH_OUT
C1459016715;4940.2;USD;2026-11-30;PAYMENT
C1530957251;2755.96;USD;2026-05-24;PAYMENT
C767511741;8807.01;USD;2026-09-24;DEBIT
C548795052;3111.86;USD;2026-01-31;DEBIT
C2143571436;10040.52;USD;2026-05-17;PAYMENT
C691863815;5363.0;USD;2026-12-23;DEBIT
C647149086;11990.19;USD;2026-11-19;PAYMENT
C103787801;266.88;USD;2026-03-01;PAYMENT
C1959451969;1928.55;USD;2026-03-23;PAYMENT
C1441328175;10648.06;USD;2026-12-24;PAYMENT
C1831141281;962.43;USD;2026-08-25;PAYMENT
C2000648320;8348.1;USD;2026-05-23;PAYMENT
C1114335860;6969.67;USD;2026-01-02;PAYMENT
C137533655;20128.0;USD;2026-07-08;TRANSFER
C1118430673;20128.0;USD;2026-06-25;CASH_OUT
C1527254842;154.87;USD;2026-11-11;PAYMENT
C1800693087;4040.84;USD;2026-04-29;DEBIT
C1717473929;6490.17;USD;2026-12-29;PAYMENT
C1868578441;1101.09;USD;2026-06-07;PAYMENT
C890160158;4347.78;USD;2026-12-16;DEBIT
C1768127248;213922.13;USD;2026-04-10;CASH_OUT
C119112899;83859.59;USD;2026-08-15;CASH_OUT
C375074687;33269.25;USD;2026-07-31;CASH_OUT
C1429616542;51749.94;USD;2026-11-02;CASH_OUT
C662666707;86410.3;USD;2026-08-16;CASH_OUT
C1821100643;10856.63;USD;2026-12-20;CASH_OUT
C593768538;161613.93;USD;2026-12-04;CASH_OUT
C1191864687;244361.81;USD;2026-04-22;CASH_OUT
C466032056;596617.87;USD;2026-10-17;CASH_OUT
C690822257;108600.78;USD;2026-03-25;CASH_OUT
C726212590;377520.94;USD;2026-10-01;CASH_OUT
C1058822905;60758.42;USD;2026-07-05;CASH_OUT
C475394679;86204.31;USD;2026-09-26;CASH_OUT
C1574615832;1234.0;USD;2026-03-07;CASH_OUT
C1049590050;18288.91;USD;2026-11-15;CASH_OUT
C1662592920;248979.22;USD;2026-12-23;CASH_OUT
C1357686726;126774.5;USD;2026-01-08;CASH_OUT
C1491522744;38428.19;USD;2026-06-15;CASH_OUT
C501608687;109732.52;USD;2026-01-28;CASH_OUT
C929706284;17851.54;USD;2026-01-23;CASH_OUT
C42820240;5223.97;USD;2026-12-21;CASH_OUT
C1822434669;63807.17;USD;2026-02-13;CASH_OUT
C1592840862;406297.68;USD;2026-07-30;CASH_OUT
C955611965;4779.93;USD;2026-09-18;PAYMENT
C1021565761;16631.14;USD;2026-06-25;TRANSFER
C1692375649;2771.16;USD;2026-06-05;PAYMENT
C237373286;3154.06;USD;2026-04-16;PAYMENT
C883521348;7813.63;USD;2026-11-21;PAYMENT
C2086068243;360.13;USD;2026-10-24;PAYMENT
C1076202543;431381.17;USD;2026-07-25;CASH_OUT
C749486981;43670.84;USD;2026-09-01;TRANSFER
C1731295355;7342.63;USD;2026-06-22;PAYMENT
C2061440682;7417.09;USD;2026-02-25;PAYMENT
C1488946768;8865.26;USD;2026-02-21;PAYMENT
C1907241392;213490.87;USD;2026-01-24;CASH_OUT
C1269118128;7444.4;USD;2026-07-24;PAYMENT
C739264372;287265.38;USD;2026-02-11;CASH_OUT
C749981943;416001.33;USD;2026-10-31;CASH_OUT
C1313960293;6432.26;USD;2026-04-24;PAYMENT
C1785111044;8690.86;USD;2026-04-26;PAYMENT
C494894055;3791.28;USD;2026-04-04;PAYMENT
C500885941;4111.34;USD;2026-07-25;PAYMENT
C616412281;7163.9;USD;2026-07-03;PAYMENT
C878861517;6557.51;USD;2026-08-27;PAYMENT
C1705665942;17348.25;USD;2026-09-01;PAYMENT
C1100619942;1586.28;USD;2026-03-20;PAYMENT
C864248990;6811.97;USD;2026-10-11;PAYMENT
C15892131;36651.07;USD;2026-05-06;PAYMENT
C879311295;4804.68;USD;2026-10-09;PAYMENT
C1483145520;19375.5;USD;2026-04-02;PAYMENT
C163385254;13833.75;USD;2026-02-27;PAYMENT
C970781872;21008.52;USD;2026-11-05;PAYMENT
C258737099;22043.92;USD;2026-04-28;PAYMENT
C407997647;32635.14;USD;2026-03-05;PAYMENT
C1988939205;11438.39;USD;2026-12-03;PAYMENT
C275056979;13527.16;USD;2026-09-02;PAYMENT
C371976476;11881.78;USD;2026-03-06;PAYMENT
C480184864;9805.46;USD;2026-12-10;PAYMENT
C483525032;9470.85;USD;2026-06-04;PAYMENT
C429058804;20560.86;USD;2026-09-01;PAYMENT
C52913970;13679.84;USD;2026-08-26;PAYMENT
C836969741;15448.0;USD;2026-05-30;PAYMENT
C567852222;1987.4;USD;2026-05-25;PAYMENT
C1938025186;4145.04;USD;2026-11-22;PAYMENT
C2088582214;3511.45;USD;2026-01-27;PAYMENT
C1220759559;1118.1;USD;2026-04-06;PAYMENT
C1730337646;15.06;USD;2026-09-26;PAYMENT
C1256405521;352568.35;USD;2026-11-16;CASH_IN
C2051598050;3043.27;USD;2026-11-14;PAYMENT
C61426020;9758.09;USD;2026-11-27;PAYMENT
C1829460911;5924.89;USD;2026-01-07;PAYMENT
C708153797;9550.43;USD;2026-11-30;PAYMENT
C54960993;4355.66;USD;2026-10-02;PAYMENT
C373544591;6973.12;USD;2026-09-02;DEBIT
C409565350;2358.63;USD;2026-06-25;PAYMENT
C1210939243;374.36;USD;2026-10-11;DEBIT
C1079125839;8946.63;USD;2026-07-18;PAYMENT
C696165690;20573.4;USD;2026-03-29;PAYMENT
C1542598424;8358.12;USD;2026-09-29;PAYMENT
C2054451662;1006.76;USD;2026-03-14;PAYMENT
C1659309731;10498.05;USD;2026-08-30;PAYMENT
C1734184086;463722.76;USD;2026-12-08;TRANSFER
C1947941827;138857.19;USD;2026-10-02;TRANSFER
C785625589;5184.9;USD;2026-02-05;PAYMENT
C1758893871;3626.96;USD;2026-06-07;PAYMENT
C1985028494;282.42;USD;2026-10-29;PAYMENT
C1832283291;8703.54;USD;2026-03-03;DEBIT
C1532554556;3673.1;USD;2026-02-13;PAYMENT
C976358110;9800.58;USD;2026-05-18;PAYMENT
C2014563089;88987.11;USD;2026-09-20;CASH_OUT
C198098993;4227.19;USD;2026-06-27;PAYMENT
C854653864;2881.51;USD;2026-05-13;PAYMENT
C703555670;4376.46;USD;2026-09-22;PAYMENT
C1068445309;11656.12;USD;2026-02-18;PAYMENT
C1453062635;345698.98;USD;2026-08-24;TRANSFER
C1632789609;3292.21;USD;2026-08-15;PAYMENT
C124494140;7367.06;USD;2026-11-18;PAYMENT
C2083854344;2937.34;USD;2026-09-27;PAYMENT
C1119242936;1150.14;USD;2026-09-05;DEBIT
C2123914473;3563.36;USD;2026-07-26;PAYMENT
C1091234211;2380.46;USD;2026-07-31;PAYMENT
C224060798;2266.02;USD;2026-02-23;PAYMENT
C2116299597;32132.45;USD;2026-12-22;TRANSFER
C50720817;51627.39;USD;2026-07-11;TRANSFER
C1496220730;62073.54;USD;2026-06-22;TRANSFER
C488600086;13614.91;USD;2026-04-26;TRANSFER
C1111379131;2290.73;USD;2026-05-12;TRANSFER
C1846982837;637161.0;USD;2026-11-29;TRANSFER
C1135935001;639378.37;USD;2026-11-30;TRANSFER
C635288507;34390.85;USD;2026-11-27;TRANSFER
C355885103;1867849.02;USD;2026-07-22;TRANSFER
C1321115948;1193410.46;USD;2026-05-27;TRANSFER
C706665172;348186.2;USD;2026-07-25;TRANSFER
C1649847375;1440296.14;USD;2026-04-26;TRANSFER
C1153933106;799483.57;USD;2026-01-15;TRANSFER
C2144067911;969631.31;USD;2026-05-06;TRANSFER
C593447952;483544.3;USD;2026-04-25;TRANSFER
C1950136544;326349.91;USD;2026-12-06;TRANSFER
C209360730;7546.88;USD;2026-09-25;DEBIT
C740007499;2469.75;USD;2026-11-12;PAYMENT
C1687627235;1741.24;USD;2026-03-31;DEBIT
C1007660652;553.25;USD;2026-02-10;PAYMENT
C1387620926;6606.31;USD;2026-10-12;PAYMENT
C1324173038;2075.94;USD;2026-03-04;PAYMENT
C1336775847;84212.94;USD;2026-08-22;TRANSFER
C1196963249;312108.51;USD;2026-03-31;CASH_OUT
C1663488386;1647.93;USD;2026-11-09;PAYMENT
C1902801188;3533.32;USD;2026-09-25;PAYMENT
C577127077;7659.86;USD;2026-07-11;PAYMENT
C1556162268;7203.07;USD;2026-08-19;PAYMENT
C1924990666;116206.75;USD;2026-06-06;CASH_OUT
C144445623;30331.38;USD;2026-11-13;CASH_OUT
C1572745406;2063.77;USD;2026-06-26;PAYMENT
C1434015813;3035.35;USD;2026-09-29;PAYMENT
C295640874;123797.1;USD;2026-06-14;CASH_OUT
C438151297;8233.25;USD;2026-10-23;DEBIT
C96039159;2271.34;USD;2026-12-09;PAYMENT
C375097969;3801.74;USD;2026-09-25;PAYMENT
C788892554;1530.83;USD;2026-03-28;PAYMENT
C1060042118;4833.96;USD;2026-05-06;PAYMENT
C1992801971;5842.61;USD;2026-01-31;PAYMENT
C754527431;2871.89;USD;2026-08-09;PAYMENT
C2064883371;5297.36;USD;2026-12-26;DEBIT
C82275756;621561.65;USD;2026-11-24;TRANSFER
C1629353699;829.07;USD;2026-08-24;PAYMENT
C1651754404;3418.07;USD;2026-10-25;PAYMENT
C1407324654;41924.75;USD;2026-05-08;CASH_OUT
C1101598632;173597.57;USD;2026-03-21;CASH_OUT
C1032568028;77642.84;USD;2026-09-13;CASH_OUT
C1380976928;144964.23;USD;2026-10-25;CASH_OUT
C293474277;94038.9;USD;2026-01-29;CASH_OUT
C413373997;26051.33;USD;2026-09-29;CASH_OUT
C2024711353;134143.27;USD;2026-11-15;CASH_OUT
C711310213;497424.19;USD;2026-02-10;CASH_OUT
C1267042315;607616.73;USD;2026-02-03;CASH_OUT
C1335061928;681093.57;USD;2026-09-18;CASH_OUT
C1108706191;114057.61;USD;2026-11-02;CASH_OUT
C1160487387;205279.62;USD;2026-09-23;CASH_OUT
C579447973;173512.93;USD;2026-08-18;CASH_OUT
C1990421361;166817.98;USD;2026-06-08;CASH_OUT
C407148497;113283.13;USD;2026-01-09;CASH_OUT
C16373883;179030.05;USD;2026-08-22;CASH_OUT
C1878700101;94332.0;USD;2026-06-03;CASH_OUT
C40875560;141111.15;USD;2026-12-12;CASH_OUT
C1042891691;45756.23;USD;2026-12-23;CASH_OUT
C1893563925;6039.61;USD;2026-01-24;CASH_OUT
C1251967187;46261.02;USD;2026-10-18;CASH_OUT
C901689694;312471.16;USD;2026-07-20;CASH_OUT
C1107204185;195490.04;USD;2026-08-21;CASH_OUT
C1523084197;107308.84;USD;2026-05-04;CASH_OUT
C1818747191;48252.82;USD;2026-10-28;CASH_OUT
C747870628;25674.03;USD;2026-08-04;CASH_OUT
C421191743;63830.49;USD;2026-11-18;CASH_OUT
C9844218;96178.8;USD;2026-05-18;CASH_OUT
C1403716230;155122.86;USD;2026-08-16;CASH_OUT
C1673916398;171757.76;USD;2026-12-03;CASH_OUT
C756080817;8809.04;USD;2026-07-22;CASH_OUT
C479734028;27320.2;USD;2026-03-12;CASH_OUT
C388802347;517915.91;USD;2026-01-08;CASH_OUT
C1541046463;34629.16;USD;2026-08-04;CASH_OUT
C1910896157;94296.25;USD;2026-08-06;CASH_OUT
C753426788;285360.06;USD;2026-12-07;CASH_OUT
C1586470445;161445.91;USD;2026-12-13;CASH_OUT
C1373577787;386683.04;USD;2026-12-20;CASH_OUT
C265577219;169854.57;USD;2026-07-28;CASH_OUT
C1624817884;126167.7;USD;2026-09-22;CASH_OUT
C1107579932;152757.58;USD;2026-07-21;CASH_OUT
C1784834205;49661.18;USD;2026-05-13;CASH_OUT
C1174586025;73513.5;USD;2026-03-14;CASH_OUT
C1627010197;166335.32;USD;2026-07-31;CASH_OUT
C4073506;234268.82;USD;2026-03-09;CASH_OUT
C2044825144;306280.12;USD;2026-03-12;CASH_OUT
C698747943;194620.68;USD;2026-10-13;CASH_OUT
C407493402;128278.74;USD;2026-10-31;CASH_OUT
C1774690057;256773.54;USD;2026-02-07;CASH_OUT
C480402503;105759.12;USD;2026-03-24;CASH_OUT
C100445376;59390.46;USD;2026-05-07;CASH_OUT
C1396385390;131991.26;USD;2026-01-27;CASH_OUT
C114414807;65025.3;USD;2026-10-29;CASH_OUT
C144699438;82054.36;USD;2026-11-19;CASH_OUT
C1751500625;69708.79;USD;2026-11-20;CASH_OUT
C1650955365;9104.26;USD;2026-07-11;CASH_OUT
C1788380050;92553.64;USD;2026-06-14;CASH_OUT
C493944943;66312.08;USD;2026-12-12;CASH_OUT
C1533547487;142282.63;USD;2026-11-19;CASH_OUT
C99770475;114499.14;USD;2026-11-03;CASH_OUT
C727250772;76635.24;USD;2026-09-18;CASH_OUT
C1052768296;132574.0;USD;2026-10-03;CASH_OUT
C626193099;39485.21;USD;2026-07-11;CASH_OUT
C859123506;236825.42;USD;2026-03-07;CASH_OUT
C1597742167;327066.19;USD;2026-01-27;CASH_OUT
C503595296;156819.6;USD;2026-04-07;CASH_OUT
C754072705;13136.44;USD;2026-05-12;CASH_OUT
C908384914;4306.89;USD;2026-09-20;PAYMENT
C156199931;8309.52;USD;2026-03-17;PAYMENT
C612693043;5363.35;USD;2026-08-09;PAYMENT
C307605969;132.42;USD;2026-02-13;PAYMENT
C130166095;19644.08;USD;2026-12-28;PAYMENT
C1623060829;895.24;USD;2026-06-10;PAYMENT
C1373949107;7641.08;USD;2026-02-16;PAYMENT
C1230013344;31188.22;USD;2026-11-30;PAYMENT
C681639276;13954.75;USD;2026-08-11;PAYMENT
C1717739363;10497.33;USD;2026-06-30;PAYMENT
C665137804;5843.75;USD;2026-12-07;PAYMENT
C1815370847;7260.2;USD;2026-04-10;PAYMENT
C1709578324;10285.86;USD;2026-08-14;PAYMENT
C1338958728;6249.78;USD;2026-11-29;PAYMENT
C988904418;848.74;USD;2026-04-09;PAYMENT
C938613108;6993.7;USD;2026-03-27;PAYMENT
C1850874910;795.29;USD;2026-12-04;PAYMENT
C97901029;9191.46;USD;2026-01-14;PAYMENT
C1324514662;132038.41;USD;2026-05-17;CASH_OUT
C908722588;6495.27;USD;2026-11-05;PAYMENT
C1548271808;1679.68;USD;2026-08-27;PAYMENT
C1733056574;47477.97;USD;2026-10-09;TRANSFER
C636959006;1260.62;USD;2026-08-15;DEBIT
C1059300256;15034.23;USD;2026-04-14;PAYMENT
C1605988985;3238.39;USD;2026-03-02;PAYMENT
C1636178473;251241.14;USD;2026-10-30;CASH_OUT
C822232612;3644.12;USD;2026-02-24;PAYMENT
C852190062;283123.48;USD;2026-03-28;CASH_OUT
C1674403916;2851.83;USD;2026-08-17;PAYMENT
C61137731;94726.64;USD;2026-06-24;CASH_IN
C1780293706;17020.69;USD;2026-11-12;PAYMENT
C1264941544;6523.19;USD;2026-10-18;PAYMENT
C1818449913;1383.56;USD;2026-01-13;PAYMENT
C961859592;1580.66;USD;2026-09-15;DEBIT
C798278875;2466.95;USD;2026-10-07;PAYMENT
C1926027290;1017.85;USD;2026-06-20;PAYMENT
C1690050988;2270.41;USD;2026-12-12;PAYMENT
C1562764987;102265.88;USD;2026-12-11;CASH_OUT
C216376974;13758.63;USD;2026-10-22;DEBIT
C164714495;5221.77;USD;2026-06-12;CASH_IN
C789982400;12256.66;USD;2026-01-11;PAYMENT
C2080643905;8227.3;USD;2026-06-02;PAYMENT
C1627883152;527.15;USD;2026-07-07;PAYMENT
C1076966140;950.25;USD;2026-02-10;PAYMENT
C749443480;12728.46;USD;2026-09-17;PAYMENT
C1721045976;1002.96;USD;2026-03-08;PAYMENT
C1250582716;6917.1;USD;2026-09-12;PAYMENT
C2019157894;1977.17;USD;2026-03-06;PAYMENT
C827035437;9314.84;USD;2026-02-06;PAYMENT
C1360541835;1157.05;USD;2026-10-23;PAYMENT
C2021053848;3766.99;USD;2026-08-26;DEBIT
C1245593227;3464.41;USD;2026-06-10;PAYMENT
C118555812;68662.06;USD;2026-10-02;CASH_OUT
C1233505227;8679.29;USD;2026-11-29;DEBIT
C1928621590;15266.05;USD;2026-07-07;PAYMENT
C858423246;8348.75;USD;2026-04-14;PAYMENT
C88301993;8419.73;USD;2026-09-17;PAYMENT
C1377301456;6688.74;USD;2026-10-18;PAYMENT
C691779749;1979.94;USD;2026-09-05;PAYMENT
C1873121466;9574.31;USD;2026-09-12;PAYMENT
C1927499639;5287.68;USD;2026-05-21;PAYMENT
C949673757;10627.18;USD;2026-03-15;PAYMENT
C532677950;5809.78;USD;2026-05-25;PAYMENT
C1200048933;411363.54;USD;2026-02-16;TRANSFER
C862025017;4086.5;USD;2026-07-24;PAYMENT
C1572127577;19741.22;USD;2026-03-20;PAYMENT
C417797183;5270.72;USD;2026-07-02;PAYMENT
C1959708563;55827.09;USD;2026-05-11;CASH_IN
C1877986974;174068.82;USD;2026-07-25;CASH_OUT
C1334405552;1277212.77;USD;2026-04-05;TRANSFER
C467632528;1277212.77;USD;2026-08-22;CASH_OUT
C422522663;24105.5;USD;2026-09-08;CASH_IN
C145066402;6854.06;USD;2026-11-15;PAYMENT
C1800500978;111899.09;USD;2026-09-20;CASH_OUT
C191310504;1231.79;USD;2026-02-25;PAYMENT
C247515192;3380.1;USD;2026-05-11;PAYMENT
C1556520190;2869.65;USD;2026-07-23;DEBIT
C701487403;1658.87;USD;2026-08-30;PAYMENT
C2039984535;823.36;USD;2026-07-11;PAYMENT
C1175418534;7541.47;USD;2026-06-09;PAYMENT
C296541232;3635.93;USD;2026-04-11;DEBIT
C1997357673;1328.59;USD;2026-04-21;PAYMENT
C26357357;56145.85;USD;2026-02-04;TRANSFER
C1990733619;973.18;USD;2026-04-28;PAYMENT
C1958592872;619.24;USD;2026-11-12;PAYMENT
C1395262169;300.41;USD;2026-01-21;DEBIT
C1629454900;700967.19;USD;2026-01-20;TRANSFER
C2075372030;8354.27;USD;2026-11-28;PAYMENT
C2139168000;5423.28;USD;2026-06-08;DEBIT
C1653751526;708.59;USD;2026-10-06;PAYMENT
C253348306;8358.81;USD;2026-04-20;PAYMENT
C194107588;2245.62;USD;2026-02-11;PAYMENT
C175595853;4593.59;USD;2026-01-29;PAYMENT
C1241938981;399.66;USD;2026-05-09;PAYMENT
C1004430079;1617.9;USD;2026-01-03;PAYMENT
C732597634;2167.26;USD;2026-02-03;PAYMENT
C2031927175;9738.95;USD;2026-04-04;PAYMENT
C1967617997;3396.25;USD;2026-05-08;PAYMENT
C925803196;6780.78;USD;2026-02-02;PAYMENT
C49318987;2284.54;USD;2026-04-25;PAYMENT
C2111882926;502.61;USD;2026-09-08;PAYMENT
C215759534;8716.47;USD;2026-07-28;PAYMENT
C98351968;209370.56;USD;2026-02-09;CASH_OUT
C1278616846;117023.79;USD;2026-11-16;CASH_OUT
C559050604;10891.96;USD;2026-08-03;PAYMENT
C697460450;4149.86;USD;2026-08-24;PAYMENT
C1726616678;13252.81;USD;2026-08-26;PAYMENT
